success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,load_time,path,trialType,extension_type,extension_version,webgazer_targets,x,y,t
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",968,323,1912
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",986,233,1945
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1005,179,1979
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1016,307,2014
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",994,468,2048
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1011,600,2081
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",998,698,2115
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1005,753,2150
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",993,696,2184
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1015,611,2217
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1020,539,2252
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1041,471,2286
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1032,404,2320
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1030,326,2354
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",1024,282,2388
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",964,256,2422
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",897,247,2457
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",888,242,2489
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",825,236,2524
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",792,229,2558
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",750,246,2592
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",754,262,2625
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",755,267,2660
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",754,369,2694
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",823,546,2785
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",903,718,2801
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",924,825,2831
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",901,869,2864
,,,,,image-keyboard-response,6,2.1.0,28524,5657.0,/001.jpg, ,,/001.jpg,image,"[""webgazer""]","[""1.2.0""]","{""#jspsych-image-keyboard-response-stimulus"":{""x"":602.5,""y"":-12,""width"":700,""height"":933,""top"":-12,""right"":1302.5,""bottom"":921,""left"":602.5}}",856,884,2898
